"","DataSet","n","GeneSymbol","GeneID","GeneName","Chr","FoldChange","Regulation","FDR","Location","Type","Depleted","SCNT","miNT","TSA","FoldChange_allR"
"1437","Srirattana2017_SF1",NA,"PSMD12","538204","proteasome 26S subunit, non-ATPase 12",NA,3.184352395,"Down",0.0234,"Cytoplasm","other",1,0,1,0,-3.184352395
"1438","Srirattana2017_SF1",NA,"PTGS2","282023","prostaglandin-endoperoxide synthase 2",NA,3.904127043,"Down",0.0234,"Cytoplasm","enzyme",1,0,1,0,-3.904127043
"1439","Srirattana2017_SF1",NA,"SGOL2","532412","shugoshin 2",NA,4.296017886,"Down",0.0234,"Nucleus","other",1,0,1,0,-4.296017886
"1440","Srirattana2017_SF1",NA,"TKT","445425","transketolase",NA,7.972322103,"Up",0.0234,"Cytoplasm","enzyme",1,0,1,0,7.972322103
"1441","Srirattana2017_SF1",NA,"TLE3","514326","transducin like enhancer of split 3",NA,6.755207099,"Up",0.0234,"Nucleus","other",1,0,1,0,6.755207099
"1442","Srirattana2017_SF1",NA,"ZDHHC13","514176","zinc finger DHHC-type containing 13",NA,5.475535252,"Down",0.0234,"Nucleus","transcription regulator",1,0,1,0,-5.475535252
"1443","Srirattana2017_SF1",NA,"CCDC71","508336","coiled-coil domain containing 71",NA,47.96798726,"Up",0.0235,"Nucleus","other",1,0,1,0,47.96798726
"1444","Srirattana2017_SF1",NA,"CSNK1G3","407190","casein kinase 1 gamma 3",NA,4.665397479,"Down",0.0235,"Cytoplasm","kinase",1,0,1,0,-4.665397479
"1445","Srirattana2017_SF1",NA,"RPL7","514966","ribosomal protein L7",NA,15.62733646,"Down",0.0235,"Nucleus","transcription regulator",1,0,1,0,-15.62733646
"1446","Srirattana2017_SF1",NA,"DYNLT3","613349","dynein light chain Tctex-type 3",NA,6.453134074,"Down",0.0238,"Cytoplasm","other",1,0,1,0,-6.453134074
"1447","Srirattana2017_SF1",NA,"HNRNPA1","505093","heterogeneous nuclear ribonucleoprotein A1",NA,3.632593671,"Down",0.0238,"Nucleus","other",1,0,1,0,-3.632593671
"1448","Srirattana2017_SF1",NA,"LIN7C","510125","lin-7 homolog C, crumbs cell polarity complex component",NA,4.343927425,"Down",0.0238,"Cytoplasm","other",1,0,1,0,-4.343927425
"1449","Srirattana2017_SF1",NA,"RAB21","507488","RAB21, member RAS oncogene family",NA,5.252484502,"Down",0.0238,"Cytoplasm","enzyme",1,0,1,0,-5.252484502
"1450","Srirattana2017_SF1",NA,"SEC61A2","614128","Sec61 translocon alpha 2 subunit",NA,3.415270858,"Down",0.0238,"Cytoplasm","transporter",1,0,1,0,-3.415270858
"1451","Srirattana2017_SF1",NA,"SH3YL1","534337","SH3 and SYLF domain containing 1",NA,6.233316637,"Down",0.0238,"Plasma Membrane","other",1,0,1,0,-6.233316637
"1452","Srirattana2017_SF1",NA,"TOB1","768016","transducer of ERBB2, 1",NA,5.75573432,"Down",0.0238,"Nucleus","transcription regulator",1,0,1,0,-5.75573432
"1453","Srirattana2017_SF1",NA,"FAM96A","512871","family with sequence similarity 96 member A",NA,2.733974904,"Down",0.024,"Extracellular Space","other",1,0,1,0,-2.733974904
"1454","Srirattana2017_SF1",NA,"OSTC","768033","oligosaccharyltransferase complex non-catalytic subunit",NA,4.877020376,"Down",0.024,"Cytoplasm","enzyme",1,0,1,0,-4.877020376
"1455","Srirattana2017_SF1",NA,"PARP1","286764","poly(ADP-ribose) polymerase 1",NA,3.410539567,"Up",0.024,"Nucleus","enzyme",1,0,1,0,3.410539567
"1456","Srirattana2017_SF1",NA,"SPIN1","541068","spindlin 1",NA,3.314979618,"Down",0.024,"Nucleus","other",1,0,1,0,-3.314979618
"1457","Srirattana2017_SF1",NA,"ZNF583","789836","zinc finger protein 583",NA,6.054467172,"Down",0.024,"Nucleus","other",1,0,1,0,-6.054467172
"1458","Srirattana2017_SF1",NA,"CDC27","540660","cell division cycle 27",NA,4.081218637,"Down",0.0243,"Nucleus","other",1,0,1,0,-4.081218637
"1459","Srirattana2017_SF1",NA,"FEM1A","516550","fem-1 homolog A",NA,60.17114896,"Up",0.0243,"Nucleus","transcription regulator",1,0,1,0,60.17114896
"1460","Srirattana2017_SF1",NA,"APC","533233","APC, WNT signaling pathway regulator",NA,2.905930099,"Down",0.0247,"Nucleus","enzyme",1,0,1,0,-2.905930099
"1461","Srirattana2017_SF1",NA,"ATP1A1","282144","ATPase Na+/K+ transporting subunit alpha 1",NA,2.713208655,"Up",0.0247,"Plasma Membrane","transporter",1,0,1,0,2.713208655
"1462","Srirattana2017_SF1",NA,"BAZ2B","535498","bromodomain adjacent to zinc finger domain 2B",NA,4.172754374,"Down",0.0247,"Extracellular Space","other",1,0,1,0,-4.172754374
"1463","Srirattana2017_SF1",NA,"BEND3","525371","BEN domain containing 3",NA,74.28505052,"Up",0.0247,"Nucleus","other",1,0,1,0,74.28505052
"1464","Srirattana2017_SF1",NA,"BNIP3","615342","BCL2 interacting protein 3",NA,30.33686288,"Up",0.0247,"Cytoplasm","other",1,0,1,0,30.33686288
"1465","Srirattana2017_SF1",NA,"BRWD1","540661","bromodomain and WD repeat domain containing 1",NA,3.351948539,"Down",0.0247,"Nucleus","transcription regulator",1,0,1,0,-3.351948539
"1466","Srirattana2017_SF1",NA,"DDX56","508728","DEAD-box helicase 56",NA,60.25462173,"Up",0.0247,"Nucleus","enzyme",1,0,1,0,60.25462173
"1467","Srirattana2017_SF1",NA,"DGKZ","511887","diacylglycerol kinase zeta",NA,59.67273513,"Up",0.0247,"Cytoplasm","kinase",1,0,1,0,59.67273513
"1468","Srirattana2017_SF1",NA,"EIF4E3","616906","eukaryotic translation initiation factor 4E family member 3",NA,5.58671413,"Down",0.0247,"Cytoplasm","translation regulator",1,0,1,0,-5.58671413
"1469","Srirattana2017_SF1",NA,"GOLGA4","538893","golgin A4",NA,3.575140649,"Down",0.0247,"Cytoplasm","other",1,0,1,0,-3.575140649
"1470","Srirattana2017_SF1",NA,"GPR137","505015","G protein-coupled receptor 137",NA,51.55355463,"Up",0.0247,"Other","other",1,0,1,0,51.55355463
"1471","Srirattana2017_SF1",NA,"KIF20B","514679","kinesin family member 20B",NA,6.050271989,"Down",0.0247,"Nucleus","enzyme",1,0,1,0,-6.050271989
"1472","Srirattana2017_SF1",NA,"LRRC40","526961","leucine rich repeat containing 40",NA,5.108855037,"Down",0.0247,"Nucleus","other",1,0,1,0,-5.108855037
"1473","Srirattana2017_SF1",NA,"MAT2A","527403","methionine adenosyltransferase 2A",NA,3.434261746,"Down",0.0247,"Cytoplasm","enzyme",1,0,1,0,-3.434261746
"1474","Srirattana2017_SF1",NA,"MOSPD1","523578","motile sperm domain containing 1",NA,3.711493906,"Down",0.0247,"Other","other",1,0,1,0,-3.711493906
"1475","Srirattana2017_SF1",NA,"PHAX","507478","phosphorylated adaptor for RNA export",NA,3.37760355,"Down",0.0247,"Cytoplasm","other",1,0,1,0,-3.37760355
"1476","Srirattana2017_SF1",NA,"PLEKHF2","782597","pleckstrin homology and FYVE domain containing 2",NA,5.392670927,"Down",0.0247,"Cytoplasm","other",1,0,1,0,-5.392670927
"1477","Srirattana2017_SF1",NA,"RAB18","282026","RAB18, member RAS oncogene family",NA,7.175105277,"Down",0.0247,"Cytoplasm","enzyme",1,0,1,0,-7.175105277
"1478","Srirattana2017_SF1",NA,"RASA2","533491","RAS p21 protein activator 2",NA,5.680429434,"Down",0.0247,"Cytoplasm","other",1,0,1,0,-5.680429434
"1479","Srirattana2017_SF1",NA,"REEP3","512704","receptor accessory protein 3",NA,4.135322945,"Down",0.0247,"Other","other",1,0,1,0,-4.135322945
"1480","Srirattana2017_SF1",NA,"SCEL","784362","sciellin",NA,5.208976758,"Down",0.0247,"Cytoplasm","other",1,0,1,0,-5.208976758
"1481","Srirattana2017_SF1",NA,"SLC38A2","338044","solute carrier family 38 member 2",NA,3.752884786,"Down",0.0247,"Plasma Membrane","transporter",1,0,1,0,-3.752884786
"1482","Srirattana2017_SF1",NA,"TFIP11","509349","tuftelin interacting protein 11",NA,42.72474571,"Up",0.0247,"Extracellular Space","other",1,0,1,0,42.72474571
"1483","Srirattana2017_SF1",NA,"TMED2","100140040","transmembrane p24 trafficking protein 2",NA,3.513721873,"Down",0.0247,"Cytoplasm","transporter",1,0,1,0,-3.513721873
"1484","Srirattana2017_SF1",NA,"UBE2D3","326583","ubiquitin conjugating enzyme E2 D3",NA,3.075881663,"Down",0.0247,"Cytoplasm","enzyme",1,0,1,0,-3.075881663
"1485","Srirattana2017_SF1",NA,"VPS29","513840","VPS29, retromer complex component",NA,3.587552639,"Down",0.0247,"Cytoplasm","transporter",1,0,1,0,-3.587552639
"1486","Srirattana2017_SF1",NA,"VPS51","525567","VPS51, GARP complex subunit",NA,44.29279091,"Up",0.0247,"Cytoplasm","other",1,0,1,0,44.29279091
"1487","Srirattana2017_SF1",NA,"WASH1","533602","WAS protein family homolog 1",NA,50.66789542,"Up",0.0247,"Cytoplasm","other",1,0,1,0,50.66789542
"1488","Srirattana2017_SF1",NA,"ACTN1","524770","actinin alpha 1",NA,3.845043714,"Up",0.0249,"Cytoplasm","transcription regulator",1,0,1,0,3.845043714
"1489","Srirattana2017_SF1",NA,"KLHL2","533936","kelch like family member 2",NA,3.670559529,"Down",0.0249,"Cytoplasm","other",1,0,1,0,-3.670559529
"1490","Srirattana2017_SF1",NA,"UHRF1BP1L","520720","UHRF1 binding protein 1 like",NA,3.213175987,"Down",0.0249,"Other","other",1,0,1,0,-3.213175987
"1491","Srirattana2017_SF1",NA,"AEBP2","537791","AE binding protein 2",NA,3.147049781,"Down",0.0252,"Nucleus","transcription regulator",1,0,1,0,-3.147049781
"1492","Srirattana2017_SF1",NA,"ATAD1","506045","ATPase family, AAA domain containing 1",NA,3.49913906,"Down",0.0252,"Other","enzyme",1,0,1,0,-3.49913906
"1493","Srirattana2017_SF1",NA,"ATP6V1A","282147","ATPase H+ transporting V1 subunit A",NA,2.472550522,"Down",0.0252,"Plasma Membrane","transporter",1,0,1,0,-2.472550522
"1494","Srirattana2017_SF1",NA,"BCL9L","539340","B-cell CLL/lymphoma 9-like",NA,72.10363062,"Up",0.0252,"Cytoplasm","other",1,0,1,0,72.10363062
"1495","Srirattana2017_SF1",NA,"CCDC91","530230","coiled-coil domain containing 91",NA,3.708922186,"Down",0.0252,"Other","other",1,0,1,0,-3.708922186
"1496","Srirattana2017_SF1",NA,"DNM2","511691","dynamin 2",NA,12.80823697,"Up",0.0252,"Plasma Membrane","enzyme",1,0,1,0,12.80823697
"1497","Srirattana2017_SF1",NA,"HNRNPA3","782669","heterogeneous nuclear ribonucleoprotein A3",NA,4.456774603,"Down",0.0252,"Nucleus","other",1,0,1,0,-4.456774603
"1498","Srirattana2017_SF1",NA,"LARP6","787569","La ribonucleoprotein domain family member 6",NA,62.33627319,"Up",0.0252,"Other","other",1,0,1,0,62.33627319
"1499","Srirattana2017_SF1",NA,"MYH9","404108","myosin, heavy chain 9, non-muscle",NA,3.747685787,"Up",0.0252,"Cytoplasm","enzyme",1,0,1,0,3.747685787
"1500","Srirattana2017_SF1",NA,"PHRF1","100126170","PHD and ring finger domains 1",NA,44.1395495,"Up",0.0252,"Nucleus","other",1,0,1,0,44.1395495
"1501","Srirattana2017_SF1",NA,"PLSCR1","513193","phospholipid scramblase 1",NA,6.773962499,"Down",0.0252,"Plasma Membrane","enzyme",1,0,1,0,-6.773962499
"1502","Srirattana2017_SF1",NA,"RSU1","617534","Ras suppressor protein 1",NA,4.118160334,"Down",0.0252,"Cytoplasm","other",1,0,1,0,-4.118160334
"1503","Srirattana2017_SF1",NA,"SFMBT2","528635","Scm-like with four mbt domains 2",NA,63.91133863,"Up",0.0252,"Nucleus","other",1,0,1,0,63.91133863
"1504","Srirattana2017_SF1",NA,"YES1","507632","YES proto-oncogene 1, Src family tyrosine kinase",NA,3.07801444,"Down",0.0252,"Cytoplasm","kinase",1,0,1,0,-3.07801444
"1505","Srirattana2017_SF1",NA,"ZNF24","538969","zinc finger protein 24",NA,3.82378127,"Down",0.0252,"Nucleus","transcription regulator",1,0,1,0,-3.82378127
"1506","Srirattana2017_SF1",NA,"POLR2A","282312","RNA polymerase II subunit A",NA,5.864467029,"Up",0.0256,"Nucleus","enzyme",1,0,1,0,5.864467029
"1507","Srirattana2017_SF1",NA,"ACSF2","768237","acyl-CoA synthetase family member 2",NA,58.85120295,"Up",0.0257,"Cytoplasm","enzyme",1,0,1,0,58.85120295
"1508","Srirattana2017_SF1",NA,"ARL15","534329","ADP ribosylation factor like GTPase 15",NA,3.439025945,"Down",0.0257,"Cytoplasm","other",1,0,1,0,-3.439025945
"1509","Srirattana2017_SF1",NA,"IRF1","789216","interferon regulatory factor 1",NA,62.37949638,"Up",0.0257,"Nucleus","transcription regulator",1,0,1,0,62.37949638
"1510","Srirattana2017_SF1",NA,"RAB6A","616537","RAB6A, member RAS oncogene family",NA,3.133988748,"Down",0.0257,"Cytoplasm","enzyme",1,0,1,0,-3.133988748
"1511","Srirattana2017_SF1",NA,"RBBP6","282034","RB binding protein 6, ubiquitin ligase",NA,3.711493906,"Down",0.0257,"Nucleus","enzyme",1,0,1,0,-3.711493906
"1512","Srirattana2017_SF1",NA,"SMIM14","614774","small integral membrane protein 14",NA,8.196454584,"Down",0.0257,"Cytoplasm","other",1,0,1,0,-8.196454584
"1513","Srirattana2017_SF1",NA,"TFG","505171","TRK-fused gene",NA,2.545589871,"Down",0.0257,"Cytoplasm","other",1,0,1,0,-2.545589871
"1514","Srirattana2017_SF1",NA,"TOP1","534799","topoisomerase (DNA) I",NA,3.215403963,"Down",0.0258,"Nucleus","enzyme",1,0,1,0,-3.215403963
"1515","Srirattana2017_SF1",NA,"AKT1S1","514859","AKT1 substrate 1",NA,41.87449829,"Up",0.0261,"Cytoplasm","other",1,0,1,0,41.87449829
"1516","Srirattana2017_SF1",NA,"CFL2","539332","cofilin 2",NA,9.044244537,"Down",0.0269,"Extracellular Space","other",1,0,1,0,-9.044244537
"1517","Srirattana2017_SF1",NA,"ARPP19","282658","cAMP regulated phosphoprotein 19",NA,3.560302933,"Down",0.0271,"Cytoplasm","transporter",1,0,1,0,-3.560302933
"1518","Srirattana2017_SF1",NA,"PPWD1","517560","peptidylprolyl isomerase domain and WD repeat containing 1",NA,4.620343138,"Down",0.0271,"Nucleus","enzyme",1,0,1,0,-4.620343138
"1519","Srirattana2017_SF1",NA,"ZRANB2","508905","zinc finger RANBP2-type containing 2",NA,3.08656035,"Down",0.0271,"Nucleus","transcription regulator",1,0,1,0,-3.08656035
"1520","Srirattana2017_SF1",NA,"ADSS","522529","adenylosuccinate synthase",NA,3.69609029,"Down",0.0275,"Cytoplasm","enzyme",1,0,1,0,-3.69609029
"1521","Srirattana2017_SF1",NA,"CNOT7","508055","CCR4-NOT transcription complex subunit 7",NA,3.467750254,"Down",0.0276,"Nucleus","transcription regulator",1,0,1,0,-3.467750254
"1522","Srirattana2017_SF1",NA,"GNAI3","539521","G protein subunit alpha i3",NA,2.584705661,"Down",0.0276,"Cytoplasm","enzyme",1,0,1,0,-2.584705661
"1523","Srirattana2017_SF1",NA,"MAGT1","100301169","magnesium transporter 1",NA,3.577619607,"Down",0.0276,"Plasma Membrane","enzyme",1,0,1,0,-3.577619607
"1524","Srirattana2017_SF1",NA,"MTFR2","534254","mitochondrial fission regulator 2",NA,3.271608234,"Down",0.0276,"Cytoplasm","other",1,0,1,0,-3.271608234
"1525","Srirattana2017_SF1",NA,"NFU1","615964","NFU1 iron-sulfur cluster scaffold",NA,4.084048503,"Down",0.0276,"Cytoplasm","other",1,0,1,0,-4.084048503
"1526","Srirattana2017_SF1",NA,"NUMA1","513091","nuclear mitotic apparatus protein 1",NA,40.39206503,"Up",0.0276,"Nucleus","other",1,0,1,0,40.39206503
"1527","Srirattana2017_SF1",NA,"SLC25A19","504418","solute carrier family 25 member 19",NA,51.80430186,"Up",0.0276,"Cytoplasm","transporter",1,0,1,0,51.80430186
"1528","Srirattana2017_SF1",NA,"SNAP23","522423","synaptosome associated protein 23",NA,5.872602544,"Down",0.0276,"Plasma Membrane","transporter",1,0,1,0,-5.872602544
"1529","Srirattana2017_SF1",NA,"GALNT1","282241","polypeptide N-acetylgalactosaminyltransferase 1",NA,3.405814831,"Down",0.0279,"Cytoplasm","enzyme",1,0,1,0,-3.405814831
"1530","Srirattana2017_SF1",NA,"MMGT1","617557","membrane magnesium transporter 1",NA,6.160297394,"Down",0.0279,"Cytoplasm","transporter",1,0,1,0,-6.160297394
"1531","Srirattana2017_SF1",NA,"PAPOLG","529071","poly(A) polymerase gamma",NA,4.143931054,"Down",0.0279,"Nucleus","enzyme",1,0,1,0,-4.143931054
"1532","Srirattana2017_SF1",NA,"PTPN23","528487","protein tyrosine phosphatase, non-receptor type 23",NA,45.66446418,"Up",0.0279,"Cytoplasm","phosphatase",1,0,1,0,45.66446418
"1533","Srirattana2017_SF1",NA,"RBM47","540831","RNA binding motif protein 47",NA,2.716972569,"Down",0.0279,"Nucleus","other",1,0,1,0,-2.716972569
"1534","Srirattana2017_SF1",NA,"RPS2","286867","ribosomal protein S2",NA,3.210949555,"Up",0.0279,"Cytoplasm","other",1,0,1,0,3.210949555
"1535","Srirattana2017_SF1",NA,"AP3S1","536359","adaptor related protein complex 3 sigma 1 subunit",NA,9.700102552,"Down",0.0283,"Cytoplasm","transporter",1,0,1,0,-9.700102552
"1536","Srirattana2017_SF1",NA,"CAPZA2","493728","capping actin protein of muscle Z-line alpha subunit 2",NA,3.370587318,"Down",0.0283,"Cytoplasm","other",1,0,1,0,-3.370587318
"1537","Srirattana2017_SF1",NA,"CMTR1","509620","cap methyltransferase 1",NA,42.04901207,"Up",0.0283,"Nucleus","enzyme",1,0,1,0,42.04901207
"1538","Srirattana2017_SF1",NA,"DDX28","539411","DEAD-box helicase 28",NA,46.55938188,"Up",0.0283,"Nucleus","enzyme",1,0,1,0,46.55938188
"1539","Srirattana2017_SF1",NA,"GEN1","785690","GEN1, Holliday junction 5' flap endonuclease",NA,5.954581021,"Down",0.0283,"Cytoplasm","enzyme",1,0,1,0,-5.954581021
"1540","Srirattana2017_SF1",NA,"MRPS10","515885","mitochondrial ribosomal protein S10",NA,2.983488053,"Down",0.0283,"Cytoplasm","other",1,0,1,0,-2.983488053
"1541","Srirattana2017_SF1",NA,"RNASEH2A","512830","ribonuclease H2 subunit A",NA,25.28132198,"Up",0.0283,"Nucleus","enzyme",1,0,1,0,25.28132198
"1542","Srirattana2017_SF1",NA,"UBE3A","533136","ubiquitin protein ligase E3A",NA,3.443796753,"Down",0.0283,"Nucleus","enzyme",1,0,1,0,-3.443796753
"1543","Srirattana2017_SF1",NA,"MDFIC","520530","MyoD family inhibitor domain containing",NA,6.207446834,"Down",0.0284,"Nucleus","other",1,0,1,0,-6.207446834
"1544","Srirattana2017_SF1",NA,"SCAMP2","534312","secretory carrier membrane protein 2",NA,3.340351678,"Up",0.0284,"Cytoplasm","transporter",1,0,1,0,3.340351678
"1545","Srirattana2017_SF1",NA,"THAP5","614615","THAP domain containing 5",NA,3.685856745,"Down",0.0285,"Nucleus","other",1,0,1,0,-3.685856745
"1546","Srirattana2017_SF1",NA,"AZIN1","532835","antizyme inhibitor 1",NA,3.264812185,"Down",0.0287,"Cytoplasm","enzyme",1,0,1,0,-3.264812185
"1547","Srirattana2017_SF1",NA,"MIF","280858","macrophage migration inhibitory factor (glycosylation-inhibiting factor)",NA,54.45527869,"Up",0.0287,"Extracellular Space","cytokine",1,0,1,0,54.45527869
"1548","Srirattana2017_SF1",NA,"MSI2","505542","musashi RNA binding protein 2",NA,11.49552141,"Down",0.0287,"Cytoplasm","other",1,0,1,0,-11.49552141
"1549","Srirattana2017_SF1",NA,"ETAA1","282224","Ewing tumor associated antigen 1",NA,3.768525096,"Down",0.0288,"Other","other",1,0,1,0,-3.768525096
"1550","Srirattana2017_SF1",NA,"GCC2","539484","GRIP and coiled-coil domain containing 2",NA,3.063115994,"Down",0.0288,"Cytoplasm","other",1,0,1,0,-3.063115994
"1551","Srirattana2017_SF1",NA,"SASS6","504467","SAS-6 centriolar assembly protein",NA,3.518596304,"Down",0.0288,"Cytoplasm","other",1,0,1,0,-3.518596304
"1552","Srirattana2017_SF1",NA,"ASF1A","618099","anti-silencing function 1A histone chaperone",NA,3.673104649,"Down",0.0292,"Nucleus","other",1,0,1,0,-3.673104649
"1553","Srirattana2017_SF1",NA,"SMIM19","515895","small integral membrane protein 19",NA,4.325899054,"Down",0.0292,"Nucleus","other",1,0,1,0,-4.325899054
"1554","Srirattana2017_SF1",NA,"ZNF205","514765","zinc finger protein 205",NA,55.40714019,"Up",0.0312,"Nucleus","other",1,0,1,0,55.40714019
"1555","Srirattana2017_SF1",NA,"CALM","326597",NA,NA,4.325899054,"Down",0.0313,"Undetermined",NA,1,0,1,0,-4.325899054
"1556","Srirattana2017_SF1",NA,"EPC2","539432","enhancer of polycomb homolog 2",NA,3.701217712,"Down",0.0313,"Other","other",1,0,1,0,-3.701217712
"1557","Srirattana2017_SF1",NA,"CLIC4","286823","chloride intracellular channel 4",NA,2.932233514,"Down",0.0317,"Plasma Membrane","ion channel",1,0,1,0,-2.932233514
"1558","Srirattana2017_SF1",NA,"KCTD9","613717","potassium channel tetramerization domain containing 9",NA,3.335724175,"Down",0.0317,"Other","other",1,0,1,0,-3.335724175
"1559","Srirattana2017_SF1",NA,"MOV10","523206","Mov10 RISC complex RNA helicase",NA,4.559893091,"Up",0.0317,"Nucleus","enzyme",1,0,1,0,4.559893091
"1560","Srirattana2017_SF1",NA,"NUS1","100849670","NUS1 dehydrodolichyl diphosphate synthase subunit",NA,4.776652748,"Down",0.0317,"Cytoplasm","enzyme",1,0,1,0,-4.776652748
"1561","Srirattana2017_SF1",NA,"DPF2","513235","double PHD fingers 2",NA,5.954581021,"Up",0.0318,"Nucleus","other",1,0,1,0,5.954581021
"1562","Srirattana2017_SF1",NA,"USP8","538743","ubiquitin specific peptidase 8",NA,2.772139771,"Down",0.0318,"Cytoplasm","peptidase",1,0,1,0,-2.772139771
"1563","Srirattana2017_SF1",NA,"CCAR1","767587","cell division cycle and apoptosis regulator 1",NA,3.394031607,"Down",0.0325,"Nucleus","transcription regulator",1,0,1,0,-3.394031607
"1564","Srirattana2017_SF1",NA,"CLTB","281698","clathrin light chain B",NA,32.40175384,"Up",0.0325,"Plasma Membrane","other",1,0,1,0,32.40175384
"1565","Srirattana2017_SF1",NA,"E2F1","535369","E2F transcription factor 1",NA,44.47738303,"Up",0.0325,"Nucleus","transcription regulator",1,0,1,0,44.47738303
"1566","Srirattana2017_SF1",NA,"GNG12","286850","G protein subunit gamma 12",NA,21.14141449,"Down",0.0325,"Plasma Membrane","enzyme",1,0,1,0,-21.14141449
"1567","Srirattana2017_SF1",NA,"HNRNPDL","534770","heterogeneous nuclear ribonucleoprotein D like",NA,2.543826013,"Down",0.0325,"Nucleus","other",1,0,1,0,-2.543826013
"1568","Srirattana2017_SF1",NA,"MAPK8","539941","mitogen-activated protein kinase 8",NA,3.276146791,"Down",0.0325,"Cytoplasm","kinase",1,0,1,0,-3.276146791
"1569","Srirattana2017_SF1",NA,"MIER1","538742","MIER1 transcriptional regulator",NA,3.190980959,"Down",0.0325,"Nucleus","other",1,0,1,0,-3.190980959
"1570","Srirattana2017_SF1",NA,"MYO1C","281937","myosin IC",NA,5.172995728,"Up",0.0325,"Cytoplasm","other",1,0,1,0,5.172995728
"1571","Srirattana2017_SF1",NA,"NDFIP2","512310","Nedd4 family interacting protein 2",NA,4.25748073,"Down",0.0325,"Cytoplasm","other",1,0,1,0,-4.25748073
"1572","Srirattana2017_SF1",NA,"PDPR","286844","pyruvate dehydrogenase phosphatase regulatory subunit",NA,33.19743797,"Up",0.0325,"Cytoplasm","enzyme",1,0,1,0,33.19743797
"1573","Srirattana2017_SF1",NA,"PIK3CA","282306","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",NA,3.099423724,"Down",0.0325,"Cytoplasm","kinase",1,0,1,0,-3.099423724
"1574","Srirattana2017_SF1",NA,"PPP1R12A","538606","protein phosphatase 1 regulatory subunit 12A",NA,2.770218936,"Down",0.0325,"Cytoplasm","phosphatase",1,0,1,0,-2.770218936
"1575","Srirattana2017_SF1",NA,"RPL22L1","614872","ribosomal protein L22 like 1",NA,4.213444144,"Down",0.0325,"Other","other",1,0,1,0,-4.213444144
"1576","Srirattana2017_SF1",NA,"SEPP1","282066","selenoprotein P, plasma, 1",NA,2.121375483,"Down",0.0325,"Extracellular Space","other",1,0,1,0,-2.121375483
"1577","Srirattana2017_SF1",NA,"TMED5","534351","transmembrane p24 trafficking protein 5",NA,4.441355335,"Down",0.0325,"Cytoplasm","other",1,0,1,0,-4.441355335
"1578","Srirattana2017_SF1",NA,"TRPM7","514642","transient receptor potential cation channel subfamily M member 7",NA,2.609909895,"Down",0.0325,"Plasma Membrane","kinase",1,0,1,0,-2.609909895
"1579","Srirattana2017_SF1",NA,"SMC4","353350","structural maintenance of chromosomes 4",NA,3.331103084,"Down",0.0326,"Nucleus","transporter",1,0,1,0,-3.331103084
"1580","Srirattana2017_SF1",NA,"H2AFX","531733","H2A histone family member X",NA,21.02450603,"Up",0.0328,"Nucleus","transcription regulator",1,0,1,0,21.02450603
"1581","Srirattana2017_SF1",NA,"ZCCHC11","528986","zinc finger CCHC-type containing 11",NA,3.193193545,"Down",0.0328,"Nucleus","enzyme",1,0,1,0,-3.193193545
"1582","Srirattana2017_SF1",NA,"RPS15A","337888","ribosomal protein S15a",NA,15.11595266,"Down",0.0334,"Cytoplasm","other",1,0,1,0,-15.11595266
"1583","Srirattana2017_SF1",NA,"MLST8","535236","MTOR associated protein, LST8 homolog",NA,62.03454828,"Up",0.0336,"Cytoplasm","other",1,0,1,0,62.03454828
"1584","Srirattana2017_SF1",NA,"SEC62","538938","SEC62 homolog, preprotein translocation factor",NA,3.233283475,"Down",0.0336,"Cytoplasm","transporter",1,0,1,0,-3.233283475
"1585","Srirattana2017_SF1",NA,"TRIM59","540154","tripartite motif containing 59",NA,46.20573426,"Down",0.0336,"Cytoplasm","enzyme",1,0,1,0,-46.20573426
"1586","Srirattana2017_SF1",NA,"NDUFV1","287014","NADH:ubiquinone oxidoreductase core subunit V1",NA,17.42395225,"Up",0.0337,"Cytoplasm","enzyme",1,0,1,0,17.42395225
"1587","Srirattana2017_SF1",NA,"ZNF570","100138971","zinc finger protein 570",NA,4.951961163,"Down",0.0337,"Nucleus","other",1,0,1,0,-4.951961163
"1588","Srirattana2017_SF1",NA,"CHORDC1","505144","cysteine and histidine rich domain containing 1",NA,2.709449955,"Down",0.0339,"Other","other",1,0,1,0,-2.709449955
"1589","Srirattana2017_SF1",NA,"UACA","281559","uveal autoantigen with coiled-coil domains and ankyrin repeats",NA,4.544117059,"Down",0.0341,"Cytoplasm","other",1,0,1,0,-4.544117059
"1590","Srirattana2017_SF1",NA,"CHD4","506402","chromodomain helicase DNA binding protein 4",NA,4.629960868,"Up",0.0343,"Nucleus","enzyme",1,0,1,0,4.629960868
"1591","Srirattana2017_SF1",NA,"DDHD1","338047","DDHD domain containing 1",NA,4.19595731,"Down",0.0343,"Extracellular Space","enzyme",1,0,1,0,-4.19595731
"1592","Srirattana2017_SF1",NA,"KIAA1715","533298","lunapark, ER junction formation factor",NA,3.724379279,"Down",0.0343,"Cytoplasm","other",1,0,1,0,-3.724379279
"1593","Srirattana2017_SF1",NA,"IER3IP1","768079","immediate early response 3 interacting protein 1",NA,6.071277012,"Down",0.035,"Cytoplasm","other",1,0,1,0,-6.071277012
