DataSet,n,GeneSymbol,GeneID,GeneName,Chr,FoldChange,Regulation,FDR,Location,Type,Depleted,SCNT,miNT,TSA
Srirattana2017_SF1,,ARHGDIA,338054,Rho GDP dissociation inhibitor alpha,,8.675819271,Up,0.0153,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,CKAP2L,507498,cytoskeleton associated protein 2 like,,4.658934346,Down,0.0153,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,MAGI3,532952,"membrane associated guanylate kinase, WW and PDZ domain containing 3",,3.525920632,Down,0.0153,Cytoplasm,kinase,1,0,1,0
Srirattana2017_SF1,,THOC7,510250,THO complex 7,,9.890202087,Down,0.0153,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,GNB4,525962,G protein subunit beta 4,,4.298996691,Down,0.0156,Plasma Membrane,enzyme,1,0,1,0
Srirattana2017_SF1,,S100A14,618250,S100 calcium binding protein A14,,4.349953563,Up,0.0156,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,UQCRB,616871,ubiquinol-cytochrome c reductase binding protein,,4.813212104,Down,0.0156,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,VPS35,521864,VPS35 retromer complex component,,3.882537879,Down,0.0156,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,SBDS,513237,SBDS ribosome assembly guanine nucleotide exchange factor,,3.69609029,Down,0.0168,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,CBR4,533020,carbonyl reductase 4,,3.944930818,Down,0.0184,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,PNRC2,767836,proline rich nuclear receptor coactivator 2,,4.37414183,Down,0.0184,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,SRSF2,508312,serine and arginine rich splicing factor 2,,3.280691645,Down,0.0184,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,PQLC3,506958,PQ loop repeat containing 3,,8.322402132,Down,0.0187,Other,other,1,0,1,0
Srirattana2017_SF1,,AMD1,280997,adenosylmethionine decarboxylase 1,,4.799885529,Down,0.0188,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,CALM2,100297344,calmodulin 1,,3.278418431,Down,0.0188,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,CKB,516210,creatine kinase B,,5.00371632,Up,0.0188,Cytoplasm,kinase,1,0,1,0
Srirattana2017_SF1,,RAP1GDS1,282516,Rap1 GTPase-GDP dissociation stimulator 1,,5.307380562,Down,0.0188,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,RRAS2,519269,related RAS viral (r-ras) oncogene homolog 2,,3.40109664,Down,0.0188,Plasma Membrane,enzyme,1,0,1,0
Srirattana2017_SF1,,SEPT7,408000,NA,,3.29664834,Down,0.0193,NA,NA,1,0,1,0
Srirattana2017_SF1,,ACTR2,538486,ARP2 actin related protein 2 homolog,,5.759725274,Down,0.0193,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,FLNB,613533,filamin B,,4.462957289,Up,0.0193,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,CD2AP,533188,CD2 associated protein,,3.662934746,Down,0.0198,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,CLIP1,534624,CAP-Gly domain containing linker protein 1,,3.142690067,Down,0.0198,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,DBN1,505406,drebrin 1,,9.842330758,Up,0.0198,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,DNAJB4,541274,DnaJ heat shock protein family (Hsp40) member B4,,20.96629446,Down,0.0198,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,ERO1L,NA,endoplasmic reticulum oxidoreductase 1 alpha,,5.460374872,Down,0.0198,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,FAM60A,538649,family with sequence similarity 60 member A,,4.934828679,Down,0.0198,Extracellular Space,other,1,0,1,0
Srirattana2017_SF1,,HNRNPUL2,616476,heterogeneous nuclear ribonucleoprotein U like 2,,3.287520749,Up,0.0198,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,NCOA1,525346,nuclear receptor coactivator 1,,3.182145935,Down,0.0198,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,PDP1,280891,pyruvate dehyrogenase phosphatase catalytic subunit 1,,4.986404777,Down,0.0198,Cytoplasm,phosphatase,1,0,1,0
Srirattana2017_SF1,,ROCK2,282041,Rho associated coiled-coil containing protein kinase 2,,4.251582697,Down,0.0198,Cytoplasm,kinase,1,0,1,0
Srirattana2017_SF1,,RPS6,787914,ribosomal protein S6,,3.041957506,Down,0.0198,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,STX12,505538,syntaxin 12,,4.178543051,Down,0.0198,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,PRRG4,616767,proline rich and Gla domain 4,,8.82746992,Down,0.02,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,SRPX2,514742,"sushi repeat containing protein, X-linked 2",,93.44204868,Up,0.0203,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,DSG2,508151,desmoglein 2,,2.566851795,Down,0.0207,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,LAMTOR3,533155,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",,4.429058338,Down,0.0207,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,LEPROT,613665,leptin receptor overlapping transcript,,4.146804404,Down,0.0207,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,NPM1,614028,nucleophosmin,,5.525097793,Down,0.0207,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,PI4K2B,521790,phosphatidylinositol 4-kinase type 2 beta,,8.236320667,Down,0.0207,Cytoplasm,kinase,1,0,1,0
Srirattana2017_SF1,,THOC1,100138748,THO complex 1,,4.931409302,Down,0.0207,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,JMJD1C,781067,jumonji domain containing 1C,,4.166973716,Down,0.0208,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,METAP1,516540,methionyl aminopeptidase 1,,4.37414183,Down,0.0208,Cytoplasm,peptidase,1,0,1,0
Srirattana2017_SF1,,NUCB2,509003,nucleobindin 2,,12.23549022,Down,0.0208,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,SMYD5,509313,SMYD family member 5,,72.40412562,Up,0.0208,Other,other,1,0,1,0
Srirattana2017_SF1,,GMFB,615255,glia maturation factor beta,,5.449032139,Down,0.0211,Cytoplasm,growth factor,1,0,1,0
Srirattana2017_SF1,,RAN,540457,"RAN, member RAS oncogene family",,12.15939885,Down,0.0211,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,PDCD10,506411,programmed cell death 10,,3.879847641,Down,0.0212,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,PLAC8,509228,placenta specific 8,,2.960826596,Down,0.0212,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,PTGR2,506263,prostaglandin reductase 2,,5.75573432,Down,0.0212,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,VPS26A,510574,"VPS26, retromer complex component A",,3.625047753,Down,0.0212,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,IPMK,615135,inositol polyphosphate multikinase,,4.528395608,Down,0.0214,Nucleus,kinase,1,0,1,0
Srirattana2017_SF1,,POP7,617906,"POP7 homolog, ribonuclease P/MRP subunit",,68.97492128,Up,0.0217,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,DYNC1H1,537748,dynein cytoplasmic 1 heavy chain 1,,5.696200782,Up,0.0219,Cytoplasm,peptidase,1,0,1,0
Srirattana2017_SF1,,TMEM33,614879,transmembrane protein 33,,3.439025945,Down,0.0226,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,DDB1,511951,damage specific DNA binding protein 1,,4.307945505,Up,0.0234,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,FKBP1A,614795,FK506 binding protein 1A,,2.465704651,Down,0.0234,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,HRSP12,NA,reactive intermediate imine deaminase A homolog,,9.52025357,Down,0.0234,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,ITGA5,281873,integrin subunit alpha 5,,7.944739963,Up,0.0234,Plasma Membrane,transmembrane receptor,1,0,1,0
Srirattana2017_SF1,,KRR1,513714,"KRR1, small subunit processome component homolog",,4.328898578,Down,0.0234,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,PSMA3,505176,proteasome subunit alpha 3,,3.004239854,Down,0.0234,Cytoplasm,peptidase,1,0,1,0
Srirattana2017_SF1,,PSMD12,538204,"proteasome 26S subunit, non-ATPase 12",,3.184352395,Down,0.0234,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,PTGS2,282023,prostaglandin-endoperoxide synthase 2,,3.904127043,Down,0.0234,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,SGOL2,532412,shugoshin 2,,4.296017886,Down,0.0234,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,TKT,445425,transketolase,,7.972322103,Up,0.0234,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,TLE3,514326,transducin like enhancer of split 3,,6.755207099,Up,0.0234,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,ZDHHC13,514176,zinc finger DHHC-type containing 13,,5.475535252,Down,0.0234,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,CCDC71,508336,coiled-coil domain containing 71,,47.96798726,Up,0.0235,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,CSNK1G3,407190,casein kinase 1 gamma 3,,4.665397479,Down,0.0235,Cytoplasm,kinase,1,0,1,0
Srirattana2017_SF1,,RPL7,514966,ribosomal protein L7,,15.62733646,Down,0.0235,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,DYNLT3,613349,dynein light chain Tctex-type 3,,6.453134074,Down,0.0238,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,HNRNPA1,505093,heterogeneous nuclear ribonucleoprotein A1,,3.632593671,Down,0.0238,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,LIN7C,510125,"lin-7 homolog C, crumbs cell polarity complex component",,4.343927425,Down,0.0238,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,RAB21,507488,"RAB21, member RAS oncogene family",,5.252484502,Down,0.0238,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,SEC61A2,614128,Sec61 translocon alpha 2 subunit,,3.415270858,Down,0.0238,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,SH3YL1,534337,SH3 and SYLF domain containing 1,,6.233316637,Down,0.0238,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,TOB1,768016,"transducer of ERBB2, 1",,5.75573432,Down,0.0238,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,FAM96A,512871,family with sequence similarity 96 member A,,2.733974904,Down,0.024,Extracellular Space,other,1,0,1,0
Srirattana2017_SF1,,OSTC,768033,oligosaccharyltransferase complex non-catalytic subunit,,4.877020376,Down,0.024,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,PARP1,286764,poly(ADP-ribose) polymerase 1,,3.410539567,Up,0.024,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,SPIN1,541068,spindlin 1,,3.314979618,Down,0.024,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,ZNF583,789836,zinc finger protein 583,,6.054467172,Down,0.024,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,CDC27,540660,cell division cycle 27,,4.081218637,Down,0.0243,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,FEM1A,516550,fem-1 homolog A,,60.17114896,Up,0.0243,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,APC,533233,"APC, WNT signaling pathway regulator",,2.905930099,Down,0.0247,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,ATP1A1,282144,ATPase Na+/K+ transporting subunit alpha 1,,2.713208655,Up,0.0247,Plasma Membrane,transporter,1,0,1,0
Srirattana2017_SF1,,BAZ2B,535498,bromodomain adjacent to zinc finger domain 2B,,4.172754374,Down,0.0247,Extracellular Space,other,1,0,1,0
Srirattana2017_SF1,,BEND3,525371,BEN domain containing 3,,74.28505052,Up,0.0247,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,BNIP3,615342,BCL2 interacting protein 3,,30.33686288,Up,0.0247,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,BRWD1,540661,bromodomain and WD repeat domain containing 1,,3.351948539,Down,0.0247,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,DDX56,508728,DEAD-box helicase 56,,60.25462173,Up,0.0247,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,DGKZ,511887,diacylglycerol kinase zeta,,59.67273513,Up,0.0247,Cytoplasm,kinase,1,0,1,0
Srirattana2017_SF1,,EIF4E3,616906,eukaryotic translation initiation factor 4E family member 3,,5.58671413,Down,0.0247,Cytoplasm,translation regulator,1,0,1,0
Srirattana2017_SF1,,GOLGA4,538893,golgin A4,,3.575140649,Down,0.0247,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,GPR137,505015,G protein-coupled receptor 137,,51.55355463,Up,0.0247,Other,other,1,0,1,0
Srirattana2017_SF1,,KIF20B,514679,kinesin family member 20B,,6.050271989,Down,0.0247,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,LRRC40,526961,leucine rich repeat containing 40,,5.108855037,Down,0.0247,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,MAT2A,527403,methionine adenosyltransferase 2A,,3.434261746,Down,0.0247,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,MOSPD1,523578,motile sperm domain containing 1,,3.711493906,Down,0.0247,Other,other,1,0,1,0
Srirattana2017_SF1,,PHAX,507478,phosphorylated adaptor for RNA export,,3.37760355,Down,0.0247,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,PLEKHF2,782597,pleckstrin homology and FYVE domain containing 2,,5.392670927,Down,0.0247,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,RAB18,282026,"RAB18, member RAS oncogene family",,7.175105277,Down,0.0247,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,RASA2,533491,RAS p21 protein activator 2,,5.680429434,Down,0.0247,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,REEP3,512704,receptor accessory protein 3,,4.135322945,Down,0.0247,Other,other,1,0,1,0
Srirattana2017_SF1,,SCEL,784362,sciellin,,5.208976758,Down,0.0247,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,SLC38A2,338044,solute carrier family 38 member 2,,3.752884786,Down,0.0247,Plasma Membrane,transporter,1,0,1,0
Srirattana2017_SF1,,TFIP11,509349,tuftelin interacting protein 11,,42.72474571,Up,0.0247,Extracellular Space,other,1,0,1,0
Srirattana2017_SF1,,TMED2,100140040,transmembrane p24 trafficking protein 2,,3.513721873,Down,0.0247,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,UBE2D3,326583,ubiquitin conjugating enzyme E2 D3,,3.075881663,Down,0.0247,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,VPS29,513840,"VPS29, retromer complex component",,3.587552639,Down,0.0247,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,VPS51,525567,"VPS51, GARP complex subunit",,44.29279091,Up,0.0247,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,WASH1,533602,WAS protein family homolog 1,,50.66789542,Up,0.0247,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,ACTN1,524770,actinin alpha 1,,3.845043714,Up,0.0249,Cytoplasm,transcription regulator,1,0,1,0
Srirattana2017_SF1,,KLHL2,533936,kelch like family member 2,,3.670559529,Down,0.0249,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,UHRF1BP1L,520720,UHRF1 binding protein 1 like,,3.213175987,Down,0.0249,Other,other,1,0,1,0
Srirattana2017_SF1,,AEBP2,537791,AE binding protein 2,,3.147049781,Down,0.0252,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,ATAD1,506045,"ATPase family, AAA domain containing 1",,3.49913906,Down,0.0252,Other,enzyme,1,0,1,0
Srirattana2017_SF1,,ATP6V1A,282147,ATPase H+ transporting V1 subunit A,,2.472550522,Down,0.0252,Plasma Membrane,transporter,1,0,1,0
Srirattana2017_SF1,,BCL9L,539340,B-cell CLL/lymphoma 9-like,,72.10363062,Up,0.0252,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,CCDC91,530230,coiled-coil domain containing 91,,3.708922186,Down,0.0252,Other,other,1,0,1,0
Srirattana2017_SF1,,DNM2,511691,dynamin 2,,12.80823697,Up,0.0252,Plasma Membrane,enzyme,1,0,1,0
Srirattana2017_SF1,,HNRNPA3,782669,heterogeneous nuclear ribonucleoprotein A3,,4.456774603,Down,0.0252,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,LARP6,787569,La ribonucleoprotein domain family member 6,,62.33627319,Up,0.0252,Other,other,1,0,1,0
Srirattana2017_SF1,,MYH9,404108,"myosin, heavy chain 9, non-muscle",,3.747685787,Up,0.0252,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,PHRF1,100126170,PHD and ring finger domains 1,,44.1395495,Up,0.0252,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,PLSCR1,513193,phospholipid scramblase 1,,6.773962499,Down,0.0252,Plasma Membrane,enzyme,1,0,1,0
Srirattana2017_SF1,,RSU1,617534,Ras suppressor protein 1,,4.118160334,Down,0.0252,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,SFMBT2,528635,Scm-like with four mbt domains 2,,63.91133863,Up,0.0252,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,YES1,507632,"YES proto-oncogene 1, Src family tyrosine kinase",,3.07801444,Down,0.0252,Cytoplasm,kinase,1,0,1,0
Srirattana2017_SF1,,ZNF24,538969,zinc finger protein 24,,3.82378127,Down,0.0252,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,POLR2A,282312,RNA polymerase II subunit A,,5.864467029,Up,0.0256,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,ACSF2,768237,acyl-CoA synthetase family member 2,,58.85120295,Up,0.0257,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,ARL15,534329,ADP ribosylation factor like GTPase 15,,3.439025945,Down,0.0257,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,IRF1,789216,interferon regulatory factor 1,,62.37949638,Up,0.0257,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,RAB6A,616537,"RAB6A, member RAS oncogene family",,3.133988748,Down,0.0257,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,RBBP6,282034,"RB binding protein 6, ubiquitin ligase",,3.711493906,Down,0.0257,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,SMIM14,614774,small integral membrane protein 14,,8.196454584,Down,0.0257,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,TFG,505171,TRK-fused gene,,2.545589871,Down,0.0257,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,TOP1,534799,topoisomerase (DNA) I,,3.215403963,Down,0.0258,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,AKT1S1,514859,AKT1 substrate 1,,41.87449829,Up,0.0261,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,CFL2,539332,cofilin 2,,9.044244537,Down,0.0269,Extracellular Space,other,1,0,1,0
Srirattana2017_SF1,,ARPP19,282658,cAMP regulated phosphoprotein 19,,3.560302933,Down,0.0271,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,PPWD1,517560,peptidylprolyl isomerase domain and WD repeat containing 1,,4.620343138,Down,0.0271,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,ZRANB2,508905,zinc finger RANBP2-type containing 2,,3.08656035,Down,0.0271,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,ADSS,522529,adenylosuccinate synthase,,3.69609029,Down,0.0275,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,CNOT7,508055,CCR4-NOT transcription complex subunit 7,,3.467750254,Down,0.0276,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,GNAI3,539521,G protein subunit alpha i3,,2.584705661,Down,0.0276,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,MAGT1,100301169,magnesium transporter 1,,3.577619607,Down,0.0276,Plasma Membrane,enzyme,1,0,1,0
Srirattana2017_SF1,,MTFR2,534254,mitochondrial fission regulator 2,,3.271608234,Down,0.0276,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,NFU1,615964,NFU1 iron-sulfur cluster scaffold,,4.084048503,Down,0.0276,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,NUMA1,513091,nuclear mitotic apparatus protein 1,,40.39206503,Up,0.0276,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,SLC25A19,504418,solute carrier family 25 member 19,,51.80430186,Up,0.0276,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,SNAP23,522423,synaptosome associated protein 23,,5.872602544,Down,0.0276,Plasma Membrane,transporter,1,0,1,0
Srirattana2017_SF1,,GALNT1,282241,polypeptide N-acetylgalactosaminyltransferase 1,,3.405814831,Down,0.0279,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,MMGT1,617557,membrane magnesium transporter 1,,6.160297394,Down,0.0279,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,PAPOLG,529071,poly(A) polymerase gamma,,4.143931054,Down,0.0279,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,PTPN23,528487,"protein tyrosine phosphatase, non-receptor type 23",,45.66446418,Up,0.0279,Cytoplasm,phosphatase,1,0,1,0
Srirattana2017_SF1,,RBM47,540831,RNA binding motif protein 47,,2.716972569,Down,0.0279,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,RPS2,286867,ribosomal protein S2,,3.210949555,Up,0.0279,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,AP3S1,536359,adaptor related protein complex 3 sigma 1 subunit,,9.700102552,Down,0.0283,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,CAPZA2,493728,capping actin protein of muscle Z-line alpha subunit 2,,3.370587318,Down,0.0283,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,CMTR1,509620,cap methyltransferase 1,,42.04901207,Up,0.0283,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,DDX28,539411,DEAD-box helicase 28,,46.55938188,Up,0.0283,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,GEN1,785690,"GEN1, Holliday junction 5' flap endonuclease",,5.954581021,Down,0.0283,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,MRPS10,515885,mitochondrial ribosomal protein S10,,2.983488053,Down,0.0283,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,RNASEH2A,512830,ribonuclease H2 subunit A,,25.28132198,Up,0.0283,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,UBE3A,533136,ubiquitin protein ligase E3A,,3.443796753,Down,0.0283,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,MDFIC,520530,MyoD family inhibitor domain containing,,6.207446834,Down,0.0284,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,SCAMP2,534312,secretory carrier membrane protein 2,,3.340351678,Up,0.0284,Cytoplasm,transporter,1,0,1,0
Srirattana2017_SF1,,THAP5,614615,THAP domain containing 5,,3.685856745,Down,0.0285,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,AZIN1,532835,antizyme inhibitor 1,,3.264812185,Down,0.0287,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,MIF,280858,macrophage migration inhibitory factor (glycosylation-inhibiting factor),,54.45527869,Up,0.0287,Extracellular Space,cytokine,1,0,1,0
Srirattana2017_SF1,,MSI2,505542,musashi RNA binding protein 2,,11.49552141,Down,0.0287,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,ETAA1,282224,Ewing tumor associated antigen 1,,3.768525096,Down,0.0288,Other,other,1,0,1,0
Srirattana2017_SF1,,GCC2,539484,GRIP and coiled-coil domain containing 2,,3.063115994,Down,0.0288,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,SASS6,504467,SAS-6 centriolar assembly protein,,3.518596304,Down,0.0288,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,ASF1A,618099,anti-silencing function 1A histone chaperone,,3.673104649,Down,0.0292,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,SMIM19,515895,small integral membrane protein 19,,4.325899054,Down,0.0292,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,ZNF205,514765,zinc finger protein 205,,55.40714019,Up,0.0312,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,CALM,326597,NA,,4.325899054,Down,0.0313,NA,NA,1,0,1,0
Srirattana2017_SF1,,EPC2,539432,enhancer of polycomb homolog 2,,3.701217712,Down,0.0313,Other,other,1,0,1,0
Srirattana2017_SF1,,CLIC4,286823,chloride intracellular channel 4,,2.932233514,Down,0.0317,Plasma Membrane,ion channel,1,0,1,0
Srirattana2017_SF1,,KCTD9,613717,potassium channel tetramerization domain containing 9,,3.335724175,Down,0.0317,Other,other,1,0,1,0
Srirattana2017_SF1,,MOV10,523206,Mov10 RISC complex RNA helicase,,4.559893091,Up,0.0317,Nucleus,enzyme,1,0,1,0
Srirattana2017_SF1,,NUS1,100849670,NUS1 dehydrodolichyl diphosphate synthase subunit,,4.776652748,Down,0.0317,Cytoplasm,enzyme,1,0,1,0
Srirattana2017_SF1,,DPF2,513235,double PHD fingers 2,,5.954581021,Up,0.0318,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,USP8,538743,ubiquitin specific peptidase 8,,2.772139771,Down,0.0318,Cytoplasm,peptidase,1,0,1,0
Srirattana2017_SF1,,CCAR1,767587,cell division cycle and apoptosis regulator 1,,3.394031607,Down,0.0325,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,CLTB,281698,clathrin light chain B,,32.40175384,Up,0.0325,Plasma Membrane,other,1,0,1,0
Srirattana2017_SF1,,E2F1,535369,E2F transcription factor 1,,44.47738303,Up,0.0325,Nucleus,transcription regulator,1,0,1,0
Srirattana2017_SF1,,GNG12,286850,G protein subunit gamma 12,,21.14141449,Down,0.0325,Plasma Membrane,enzyme,1,0,1,0
Srirattana2017_SF1,,HNRNPDL,534770,heterogeneous nuclear ribonucleoprotein D like,,2.543826013,Down,0.0325,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,MAPK8,539941,mitogen-activated protein kinase 8,,3.276146791,Down,0.0325,Cytoplasm,kinase,1,0,1,0
Srirattana2017_SF1,,MIER1,538742,MIER1 transcriptional regulator,,3.190980959,Down,0.0325,Nucleus,other,1,0,1,0
Srirattana2017_SF1,,MYO1C,281937,myosin IC,,5.172995728,Up,0.0325,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,NDFIP2,512310,Nedd4 family interacting protein 2,,4.25748073,Down,0.0325,Cytoplasm,other,1,0,1,0
Srirattana2017_SF1,,PDPR,286844,pyruvate dehydrogenase phosphatase regulatory subunit,,33.19743797,Up,0.0325,Cytoplasm,enzyme,1,0,1,0
